industry,process_type,cost_per_transaction,processing_time,error_rate,customer_satisfaction,automation_level,process_cluster,anomaly_score,is_anomaly,predicted_satisfaction
Telecom,Supply Chain,1256.3606665661248,12.121761710289432,0.14828687714304933,4.157653111916382,5,0,1,0,5.363452023488229
Banking,Loan Processing,2804.280241662457,28.266791593313794,0.12815265624206942,1.7524205292197261,41,0,1,0,5.43692041642147
Telecom,Loan Processing,2174.240320694068,21.094365395474345,0.15450111839984293,8.613115006934017,16,0,1,0,5.385431823310815
Manufacturing,Billing,4607.754623105161,26.16094711948484,0.1478814512938017,8.77663452830922,94,1,1,0,5.442411507198519
Retail,Supply Chain,9093.531723935423,11.62724274385941,0.14148583207909154,7.800136327895718,41,0,1,0,5.462185198866448
Healthcare,Billing,1134.355135864185,2.253197286949951,0.16609257357587393,3.182316682560557,9,0,1,0,5.326727753193102
Manufacturing,Supply Chain,7230.6524470792165,29.255211478928008,0.1326812270054123,5.709223677159819,45,0,1,0,5.483410753933012
Healthcare,Billing,6904.101743689965,1.4980167292087168,0.08645951390882659,2.6576967297103424,83,2,1,0,5.483875460983652
Retail,Customer Support,1047.9665667672407,28.48189793935158,0.09966273088377163,3.531506050657997,48,0,1,0,5.44849757719489
Retail,Customer Support,9233.46680856742,11.691645291625196,0.1461777087094756,5.6440476295641195,8,0,1,0,5.452982182733675
Manufacturing,Logistics,5727.874801352514,1.2926217456345641,0.17649814563669086,7.61512427614718,78,1,1,0,5.377416662358369
Retail,Billing,3700.882659243274,20.98555972001074,0.061721572159557384,1.8518894235427523,38,2,1,0,5.501094028423437
Telecom,Loan Processing,7589.731976603536,29.43566881690927,0.07499459123450344,3.6702702786527754,1,0,-1,1,5.538721304776632
Retail,Logistics,2647.918038176177,29.003145962290183,0.1868404853088584,9.3395921371473,67,1,1,0,5.3811711912190825
Healthcare,Customer Support,6965.747386758572,5.667173324870134,0.11991724055779462,4.862109860036993,51,1,1,0,5.451956977447283
Healthcare,Billing,493.1409549652475,6.256186375918494,0.0440027452556502,9.449827065183829,87,2,1,0,5.466327959973946
Healthcare,Logistics,8410.139572331793,17.40062852397014,0.13610207639335273,9.92260487396922,81,1,1,0,5.477985826266526
Healthcare,Billing,4536.891385511053,19.481839966421408,0.19824480955248214,5.739938435002744,10,0,1,0,5.362536214567537
Telecom,Customer Support,6403.259852143623,22.443119496310104,0.16645617724937603,3.592396088063655,36,0,1,0,5.425731274465841
Banking,Logistics,2290.2544160861685,6.250460453692278,0.15169081594476652,8.116991277153211,89,1,1,0,5.376081101523979
Manufacturing,Customer Support,6803.029755318635,28.8112055161686,0.049528864310591156,2.4337966197251344,71,2,1,0,5.567874833052951
Healthcare,Supply Chain,7745.178731343438,19.5234384323879,0.1764665590899614,3.2684217370486346,21,0,1,0,5.4221728134373866
Retail,Customer Support,4784.810550155547,25.56436064724609,0.10989988027175382,8.063919185493539,51,0,1,0,5.474309266105724
Healthcare,Billing,6215.496548211763,16.661905743240983,0.1789651041936716,4.902813322588269,4,0,1,0,5.394516085790929
Retail,Loan Processing,4617.626645841746,13.014028580106595,0.07266728759072706,2.8138414328890007,1,0,1,0,5.478725711734613
Retail,Customer Support,8951.504555652671,29.338304291254882,0.021789700000732222,6.86013170457092,4,0,-1,1,5.6085626786426
Healthcare,Loan Processing,5028.9048870917595,17.881519753775244,0.10043543404535175,7.594856752435145,98,2,1,0,5.481387110556432
Telecom,Supply Chain,8433.906219385306,26.13933390117619,0.061269144915396756,2.1256411550551215,31,0,1,0,5.5615832665055995
Retail,Logistics,8033.385376875461,28.645479494622407,0.14589356505749668,3.492822339774407,18,0,1,0,5.4726347883691675
Retail,Logistics,4163.99773134873,20.58528418325112,0.19185024504264617,2.991490798350099,3,0,1,0,5.3657087216996
Healthcare,Loan Processing,2377.836469389003,16.919221677041573,0.14128508871879716,4.41869165886207,86,1,1,0,5.406477946485394
Retail,Logistics,4120.213112341733,1.101814676408868,0.17851744664474867,7.87100406018458,45,1,1,0,5.351299027203239
Retail,Customer Support,8279.55202017468,2.1605695814311736,0.09607456258422921,7.4233729204689185,82,2,1,0,5.490144659479923
Healthcare,Loan Processing,2353.5621046119845,6.8246852654823735,0.15661174006710732,6.962715193453335,25,0,1,0,5.361042932979118
Healthcare,Billing,5291.919823991719,6.394244523823862,0.17017825296762368,1.056569912817321,49,1,1,0,5.383029000477126
Manufacturing,Customer Support,8080.3578048114005,8.388005060795514,0.14506636924087307,2.279289820423505,25,0,1,0,5.438590944257356
Telecom,Customer Support,3599.4270037709503,9.843104493232165,0.10647768435321728,3.009677941918601,70,1,1,0,5.439807152180869
Telecom,Customer Support,6457.875406326704,11.441899312971119,0.12891456082691993,3.4476026143496465,31,0,1,0,5.443954365197647
Retail,Billing,2531.7525830832637,13.195593011997419,0.14309632917898726,2.3178388748401,96,1,1,0,5.401401124733816
Telecom,Supply Chain,1181.8665091447833,3.867123815224425,0.05808603661207111,4.692839963265007,43,2,1,0,5.447068798008306
Retail,Logistics,7964.4038284192775,2.2284960266306792,0.16382005957384713,1.6766252651262332,25,0,1,0,5.406946436140937
Manufacturing,Loan Processing,1079.7893717461975,20.54438902311768,0.19056166240378195,7.7501997134900265,60,1,1,0,5.343534904076057
Healthcare,Supply Chain,2786.6758112878874,16.582709920449254,0.09839546988418783,8.089487085664945,87,2,1,0,5.454486155245775
Healthcare,Loan Processing,8565.583277774656,13.88018186438347,0.1432027647908767,6.168400206408083,50,1,1,0,5.460358766015457
Healthcare,Logistics,3530.045942078805,19.398758293882217,0.15003492210016728,1.8073438933777104,58,1,1,0,5.409523929410995
Telecom,Billing,9733.148960190196,25.002702808902676,0.13582703402908128,9.010748525920823,86,1,1,0,5.5074812582391335
Manufacturing,Customer Support,9799.369914261211,13.403094364369935,0.11395187058244075,9.690722458373031,37,0,1,0,5.500630749373562
Telecom,Customer Support,2755.932602490211,19.592464486507403,0.17751311136921402,2.8212720428961044,25,0,1,0,5.367170824692626
Telecom,Billing,505.68440027391546,28.653594491219604,0.09529607476108994,7.341758374966478,44,0,1,0,5.446594521677786
Manufacturing,Supply Chain,7080.126513633253,25.349110379985262,0.02160956173245468,8.577447675782372,30,2,1,0,5.58573792486048
Manufacturing,Supply Chain,4564.766376218603,13.354023504569874,0.17046571138531047,5.85859170288432,69,1,1,0,5.391021062389557
Manufacturing,Loan Processing,1097.4531551998052,19.696788296627545,0.13805644174014464,3.90990789574074,44,1,1,0,5.393057874896789
Manufacturing,Billing,7104.475907882624,6.135056735562253,0.17135913903493286,5.307028435723174,30,0,1,0,5.3977709042767925
Healthcare,Supply Chain,408.63160020802013,17.255143361957607,0.03632401406449192,5.610418757060068,60,2,1,0,5.488239719218096
Banking,Billing,8714.947235873196,29.45852044301484,0.015843058696846102,4.605733397692251,47,2,-1,1,5.620157715658202
Banking,Logistics,1472.6600382217068,16.031138340873145,0.18753116267267528,9.368582442703357,44,1,1,0,5.339846908292048
Manufacturing,Customer Support,1360.3875995925775,27.90151067651427,0.03806837811160911,7.694947998482518,59,2,1,0,5.516003255030841
Banking,Customer Support,1839.1557498889867,12.81271269459456,0.16383394309338586,3.1717147802946757,60,1,1,0,5.36525536275054
Banking,Customer Support,9606.636949071459,29.966499988354304,0.16640988901432083,6.270014685878817,51,1,-1,1,5.477331523763066
Manufacturing,Billing,6962.376666513075,17.797381021599175,0.14465398810431057,7.198202358380507,51,1,1,0,5.448544834156414
Banking,Billing,8033.578201090004,2.225800832842102,0.03493982010764548,2.2614077953191725,75,2,1,0,5.548917459048403
Telecom,Loan Processing,4036.586358754255,18.015889104050256,0.13680573866655343,4.225831681421339,80,1,1,0,5.430169035974182
Retail,Customer Support,3429.49600229906,8.962608174708302,0.17892645083210448,9.149934534435245,61,1,1,0,5.360465372043251
Retail,Loan Processing,2421.3916671533825,1.9419583390409465,0.09085101251216782,6.104557901666814,25,0,1,0,5.420322853656479
Manufacturing,Customer Support,4858.415480292849,24.804745836145237,0.08856820233193378,2.9529797145428516,66,2,1,0,5.498347779535046
Healthcare,Loan Processing,5563.104461988268,8.99615947244192,0.09414307882008963,2.1050631830723567,78,2,1,0,5.473941208767061
Manufacturing,Loan Processing,6354.570952162278,24.099908067348455,0.025631659228479223,5.664042041273899,48,2,1,0,5.574686300473653
Healthcare,Logistics,2645.4731895870755,9.358309905720143,0.17948485811569495,5.929171507262296,87,1,1,0,5.356766290425959
Retail,Loan Processing,9491.675400939608,6.635464262339454,0.175144744156297,4.009730062191511,93,1,1,0,5.432560918771282
Manufacturing,Billing,1780.609132250645,29.244131649028397,0.1996027711401544,6.673744255772066,43,1,-1,1,5.354608012605092
Telecom,Loan Processing,9659.966430187482,11.487714504895568,0.12118479688469855,1.6181621759744984,35,0,1,0,5.487853309449358
Banking,Customer Support,247.0756128242875,18.439910131851654,0.1527264109257633,2.306257239395266,52,1,1,0,5.367878775605585
Healthcare,Loan Processing,4863.144348986772,18.689463291619674,0.048507662198387896,5.916464389101333,43,2,1,0,5.524153902870173
Banking,Supply Chain,3400.341597353972,17.253730983031552,0.13683047546259222,1.5563412446000857,90,1,1,0,5.4236095695717585
Banking,Customer Support,4546.3217979094825,27.526176562115225,0.13344924126390423,8.928178884919905,21,0,1,0,5.445615762952191
Manufacturing,Supply Chain,5749.579331909811,20.558791069639184,0.18122965980990638,2.2793173341086512,1,0,1,0,5.393587610575862
Banking,Customer Support,4412.33266432582,12.708257119042976,0.1678506173394241,7.065278866760828,6,0,1,0,5.379308879252388
Telecom,Billing,4206.98381798579,26.009031151203946,0.188308627897375,4.520830975429827,15,0,1,0,5.381832639429008
Banking,Billing,7353.961812591735,6.250824074362968,0.17507835981330544,4.598089727880236,87,1,1,0,5.407357792118614
Manufacturing,Billing,6890.175123356,16.782865970702105,0.1750518400307819,7.884005757500294,93,1,1,0,5.422467477127088
Telecom,Supply Chain,8349.385692154894,28.565960786368933,0.02210743207085647,5.495159207556226,43,2,1,0,5.607375096047043
Retail,Logistics,2574.593914271006,19.136531266531968,0.17073277101223164,7.530899172794797,64,1,1,0,5.378449705359698
Banking,Customer Support,6134.332246565229,24.692085063771408,0.12542089495559244,5.546721058774923,90,1,1,0,5.4787947115115765
Manufacturing,Billing,5893.428375389253,19.95326104081059,0.08228444583553263,6.3361480726473705,72,2,1,0,5.508464635667229
Retail,Customer Support,3760.4043276396187,25.34175504259882,0.020737778633731843,7.846431650826977,70,2,1,0,5.55749542138457
Retail,Supply Chain,4911.969664836541,28.390148515512067,0.13875801720592887,6.465778686291478,68,1,1,0,5.454371701265972
Healthcare,Logistics,3206.4432187267143,8.914730098449368,0.07235833260214732,6.540535984499098,60,2,1,0,5.466936017596602
Telecom,Supply Chain,1504.2595364081535,5.920171356444847,0.0988774903473466,8.102976322848349,29,0,1,0,5.409966234226767
Banking,Customer Support,2216.631985561055,15.035731759643657,0.13952840304047553,9.54178134237436,41,1,1,0,5.394847614555466
Manufacturing,Logistics,1144.5850993718907,21.35401037790226,0.18323716393458714,4.3904453854180305,90,1,1,0,5.358716625989738
Healthcare,Logistics,6862.388794382229,7.588546342284268,0.1668330139649497,6.194054415033561,73,1,1,0,5.4102645760114685
Telecom,Supply Chain,6641.2011917806,1.1189420624748452,0.09561345452968396,1.7764584196019104,24,0,1,0,5.460107871166368
Healthcare,Billing,9511.00307864074,10.945118359264455,0.08367879991481199,4.229234925119802,81,2,1,0,5.532095479968522
Telecom,Customer Support,7323.816295107688,29.096920728565866,0.05555815038036902,4.708443033004474,70,2,1,0,5.5677502525759675
Telecom,Loan Processing,615.2538036857013,21.154056357569555,0.08076108272343396,8.517135851416459,56,2,1,0,5.451306805644202
Banking,Loan Processing,8854.027221896646,12.638437874295494,0.031098813585460676,5.620531619131091,94,2,1,0,5.58420460728021
Telecom,Supply Chain,8640.484113162685,6.58470682305837,0.19451004658930338,7.579597359686121,31,0,1,0,5.391915332182476
Healthcare,Customer Support,4488.871175649717,11.326600538887662,0.11904431435231999,1.1710666002310424,49,1,1,0,5.4355360475811425
Telecom,Customer Support,5900.0442002264235,5.925343565736191,0.03428311013109045,5.18043402665484,74,2,1,0,5.532678864900908
Banking,Supply Chain,9763.175491477936,4.082868818075591,0.07703314176052209,9.111858986472258,9,0,-1,1,5.516047068242163
Banking,Customer Support,5369.813202096846,27.29552880460406,0.11393743728792463,3.0188251837520657,21,0,1,0,5.47423279957165
Healthcare,Billing,9062.686100923289,29.93185981288873,0.11124827096176522,1.2836996677640164,94,2,-1,1,5.535696365679444
Retail,Supply Chain,922.0837023208458,5.759318748277919,0.016745640056540147,4.900678603421288,40,2,1,0,5.489450813157893
Retail,Billing,1991.41350021596,2.581154207470112,0.19065979650353118,7.3398863858283585,46,1,1,0,5.318343837891602
Telecom,Customer Support,4463.473940069047,10.562202107240157,0.06232137948023948,5.090171561573226,13,0,1,0,5.4853922732595555
Manufacturing,Supply Chain,5889.092402539317,14.388116242081045,0.013075087097059325,5.139804821601393,2,0,1,0,5.556418353849372
Telecom,Customer Support,8180.655733441722,6.93981616519978,0.024524361700553672,7.028245371144876,87,2,1,0,5.571941921328297
Healthcare,Supply Chain,9883.79493991755,9.741322442158195,0.12023703161711562,3.289499274547441,77,1,1,0,5.495817968042228
Healthcare,Customer Support,3949.6298150937528,6.8252513350580735,0.036179248928268404,7.767008124777797,52,2,1,0,5.50691542263551
Healthcare,Billing,569.4147977868408,23.45355648454109,0.017927710642165626,2.378021778151601,15,0,1,0,5.511832146346567
Healthcare,Billing,8031.597882623716,21.66476035417056,0.08212902861841516,4.561755447573889,60,2,1,0,5.533003776892335
Healthcare,Customer Support,6083.3691189198,19.41359395706847,0.12832462654463583,6.904072976238261,27,0,1,0,5.454151401294941
Banking,Supply Chain,2065.5743027951967,12.229317855296937,0.031249562919906354,8.455321065071779,34,2,1,0,5.497765586489765
Retail,Loan Processing,4998.80172055206,27.362187298112843,0.06953228810874995,8.123779640485498,1,0,1,0,5.512110981320626
Healthcare,Billing,7448.871430783871,29.11644370451558,0.08937452760866302,7.49517039376928,60,2,1,0,5.532677462432213
Manufacturing,Billing,7727.076691979573,6.035540066136948,0.040297418579485766,4.23186745182752,55,2,1,0,5.543296424837811
Manufacturing,Loan Processing,5046.222278787744,7.467366600944463,0.10615404070867492,2.1007388466435146,97,1,1,0,5.456672560441255
Manufacturing,Customer Support,3121.6238482757053,16.24329981201072,0.02619067651133647,2.9515079592369156,54,2,1,0,5.525481817795789
Manufacturing,Supply Chain,9740.051562181086,3.6462665091851134,0.018838514305563048,8.783504331188364,17,0,-1,1,5.576095202698211
Banking,Customer Support,6667.28984846928,13.657003565870271,0.10876871975947561,8.715982331193935,70,1,1,0,5.478056303824888
Manufacturing,Logistics,4141.551441528358,17.871946678553595,0.05710042482266637,9.564047672851142,48,2,1,0,5.506861601915823
Healthcare,Billing,2876.585919626059,16.140133562982662,0.02812102350062523,1.6838978670598745,41,2,1,0,5.518243370770249
Telecom,Logistics,7337.919531735265,10.596348909262757,0.09054339162265013,5.831281767497105,6,0,1,0,5.4868194970793
Manufacturing,Billing,2497.6161113783,16.730928376239,0.18387674050830502,6.838147404138102,3,0,1,0,5.348598520528467
Banking,Billing,1799.9288908395129,28.805227673506586,0.14759656486428946,7.395916393601709,42,1,1,0,5.4071276552070895
Banking,Logistics,5345.355500724496,6.974504724449906,0.16496702391593526,6.794769115093872,79,1,1,0,5.3955052935968455
Manufacturing,Logistics,2970.8751871770046,19.990109393426106,0.17566365786414093,7.930102509120538,58,1,1,0,5.378195328063326
Telecom,Customer Support,6326.160934743789,2.2585041305255036,0.19479927086531962,4.235244186604074,48,1,1,0,5.3614854791318205
Manufacturing,Logistics,1267.5928812549114,2.926075729961613,0.15501684896769288,2.614894949219339,59,1,1,0,5.349922964532459
Banking,Customer Support,6583.916935216484,17.003018502483965,0.12559750516850116,2.8412503493539467,5,0,1,0,5.4540435328503705
Retail,Customer Support,2904.635627177252,4.043236229510534,0.07943091725742696,1.107808205231479,19,0,1,0,5.4400365357918785
Healthcare,Customer Support,102.40505090167605,1.6480568643788627,0.04451221494596606,4.152896848956001,30,2,-1,1,5.442720682672404
Banking,Billing,1356.666970974346,5.973876931792644,0.14046537605682594,1.8256964579197956,82,1,1,0,5.375546742420662
Manufacturing,Billing,9342.79224056743,17.380625958987657,0.19904049736316895,3.893398235111718,21,0,1,0,5.412706136222727
Healthcare,Logistics,8686.810927242042,21.39688768104904,0.09879815007759461,6.65389069449623,84,2,1,0,5.527033671151756
Manufacturing,Billing,2412.7294171587446,6.87187836010002,0.14749907993763345,9.05030250028138,81,1,1,0,5.381379977505263
Manufacturing,Logistics,7805.881855000363,20.37952367903706,0.10406756549869967,8.556449058914648,31,0,1,0,5.500403232553306
Retail,Billing,6124.858772422345,6.291813601877651,0.09206735043906056,3.2740679076181918,46,2,1,0,5.471472933148365
Healthcare,Supply Chain,9711.956643353707,18.790265372306457,0.08795806657638387,2.2067482797824227,33,0,1,0,5.535328214549538
Healthcare,Supply Chain,3798.6960293871853,12.946830716978166,0.10587868975702254,2.737650464170582,26,0,1,0,5.440165225140655
Retail,Logistics,6846.460063919995,19.960185770674887,0.07971017575442126,9.738879867132463,43,0,1,0,5.516264425052866
Banking,Billing,729.003651996794,29.85652982189817,0.15226693114614348,5.945270317169417,29,0,1,0,5.390103512246914
Manufacturing,Billing,4022.848733482419,28.1966919917443,0.17611168505238817,2.6425200070051735,32,0,1,0,5.399386087838183
Telecom,Customer Support,9641.794845762986,1.1241709772470052,0.177748208262585,8.566715392181337,26,0,1,0,5.409278528112442
Manufacturing,Loan Processing,5435.9106570561935,26.677724166506867,0.053262755550906926,4.556721198812994,55,2,1,0,5.542239453094497
Manufacturing,Logistics,2950.007083014961,2.928233060068229,0.18022273635898325,9.092999367772546,22,0,1,0,5.335793547631674
Banking,Loan Processing,1290.6825349732078,28.638350998635502,0.07489473405246995,3.3460941415103784,42,2,1,0,5.475723812002333
Manufacturing,Loan Processing,7064.9305677971515,9.172944693890857,0.06876845644220655,4.538995829238125,82,2,1,0,5.517485394500426
Retail,Logistics,6484.074829954296,12.079010081926858,0.14808365090566483,5.5445298651107615,53,1,1,0,5.429787956652345
Retail,Billing,3801.9932646773686,3.6575079500961074,0.06789230461639499,9.033538006801285,94,2,1,0,5.474762210236637
Healthcare,Logistics,9514.319383471759,4.2559099915383785,0.02006361706584492,8.818816884445503,67,2,1,0,5.5826304924097805
Telecom,Loan Processing,319.80784857971815,22.07547639165027,0.08098737673895852,6.169195632734901,52,2,1,0,5.448766255073322
Manufacturing,Billing,3106.8661311550754,28.385634836700458,0.1470784640680863,2.995979588028016,82,1,1,0,5.4285824058258045
Manufacturing,Supply Chain,9218.587914365857,18.711706353674977,0.07212209985133354,4.6302127456408755,39,0,1,0,5.547093550689103
Banking,Logistics,3277.2608393624596,21.75965045027752,0.12961622063907785,9.780697588289549,59,1,1,0,5.432128465328744
Retail,Logistics,2597.303055166187,23.09712259331745,0.1354226944099948,6.469959014896618,85,1,1,0,5.425900690319352
Telecom,Billing,5388.782058319348,8.621613962035308,0.14940984222800768,8.02987979611777,8,0,1,0,5.401890828084889
Healthcare,Supply Chain,8255.637324213325,2.3116592966862326,0.18045478859907793,5.0487822582527775,94,1,-1,1,5.405899075081232
Retail,Supply Chain,1121.1529326957743,1.054309573655889,0.09218725486100197,5.788065479201258,9,0,1,0,5.4001349909930205
Healthcare,Billing,9435.905025492788,11.16882920566654,0.041622094565866845,4.860587010092897,9,0,1,0,5.561569611378564
Banking,Customer Support,7971.2215236935235,8.002462617777267,0.07059588593205898,7.3262889825577115,29,0,1,0,5.513730123360449
Banking,Logistics,1894.3775299603642,2.807214026426384,0.09211177848305732,8.663239124981896,9,0,1,0,5.411878119649301
Manufacturing,Logistics,7148.878815861811,6.206320482316336,0.1456393791723415,5.566271889021072,57,1,1,0,5.429689312884778
Telecom,Loan Processing,3911.0913541118157,4.610468049770486,0.012493203856710365,5.3278071277260315,35,2,1,0,5.5236334572311305
Healthcare,Billing,4082.717312955555,27.53147303790374,0.069999222853577,4.062578203885573,81,2,1,0,5.516543714724531
Retail,Loan Processing,7854.571915144777,5.067749190315899,0.1581700903936702,2.593870248646754,43,1,1,0,5.419971238278919
Banking,Loan Processing,9631.569599009248,16.591805455642696,0.13746296363283214,9.45322950587598,56,1,1,0,5.483956707306901
Manufacturing,Supply Chain,1353.89314118722,18.20007269825277,0.149030594981265,3.844717468115545,42,1,1,0,5.381552282914366
Manufacturing,Logistics,4264.239345100312,16.76119427355038,0.164244046193447,8.206223172168569,82,1,1,0,5.402649660748511
Healthcare,Loan Processing,4861.321920034605,3.8726365922636514,0.15881478658681283,7.438123191587268,22,0,1,0,5.380427242982799
Banking,Supply Chain,3825.4869878544764,10.245152490765985,0.13961480156902784,8.118258402503162,3,0,1,0,5.39678403684237
Telecom,Billing,3695.5723247906276,2.4868396414314446,0.0935356911504122,9.430913200348922,11,0,1,0,5.429984802544634
Banking,Loan Processing,617.4598088598058,12.474427508793164,0.19688368248684926,6.610336841988075,48,1,1,0,5.315164458151627
Healthcare,Logistics,6886.83234356997,6.469369006876168,0.118123907162114,9.081553090438401,23,0,1,0,5.449248298316342
Healthcare,Loan Processing,4418.522729488449,17.287343465247012,0.048526149780079436,2.509275906210643,12,0,1,0,5.511030563316865
Banking,Billing,2028.458646174875,21.091443421623914,0.06563444246990903,6.640413183611089,67,2,1,0,5.484227230750891
Healthcare,Loan Processing,8178.731672790477,16.431475945936487,0.1417768666343893,7.950480516231514,90,1,1,0,5.469524680047909
Banking,Logistics,8045.3514067011165,13.592864201730476,0.18570051738789808,3.4447701766975665,71,1,1,0,5.414431631195882
Retail,Supply Chain,4915.277118080048,12.23266920484408,0.04395682454912053,7.666784211627685,89,2,1,0,5.526126590817745
Banking,Logistics,3054.661545362829,25.40906127481311,0.025645834191699406,8.006291462046132,33,2,1,0,5.538056394411231
Banking,Supply Chain,6417.117985384879,7.361673886892832,0.17749089912798116,8.480691604148003,8,0,1,0,5.38212924439215
Healthcare,Customer Support,2952.70614419629,22.292331846337195,0.18390281599343855,3.8159462133633952,9,0,1,0,5.364741869436875
Healthcare,Logistics,2436.478510204749,22.96698741746345,0.0625120756100209,7.1344593115147825,64,2,1,0,5.494754041806565
Manufacturing,Logistics,7332.095074860634,13.1568002108513,0.08168428763053558,3.7382795506878588,71,2,1,0,5.512384799989711
Manufacturing,Billing,499.21987323741195,9.621717377543542,0.1354357195245931,7.6513634874860985,73,1,1,0,5.376241583752485
Retail,Loan Processing,1038.2078632424802,14.645703095333282,0.07268670396007021,5.166762986311411,53,2,1,0,5.4518865496327455
Manufacturing,Supply Chain,167.2029228335388,3.7032038508882565,0.17666015457131007,6.37789937074498,42,1,1,0,5.313954936112384
Banking,Supply Chain,1614.137546106719,2.3319709346436093,0.030439953515633916,4.74255983287512,58,2,1,0,5.480111003109103
Healthcare,Billing,783.0010862335487,4.236492784104862,0.01721662198243709,2.457846342368419,88,2,-1,1,5.493481360020356
Manufacturing,Billing,9958.443441021194,6.427205912404559,0.049612379281130006,2.602265766448273,94,2,-1,1,5.566113582974056
Manufacturing,Loan Processing,2959.218702545487,15.621127789803246,0.06435667785894411,1.6981201653592106,58,2,1,0,5.484199735463344
Retail,Loan Processing,1577.753325425548,25.62496244867254,0.031456052344886264,6.562654117494956,66,2,1,0,5.522325042493599
Retail,Logistics,2485.862954159588,7.833627627990922,0.022481181574722876,8.637745581577533,60,2,1,0,5.5081693848540585
